idx,lib_index,cps_name,lib_obs,Teff,u_Teff,radius,u_radius,logg,u_logg,feh,u_feh,mass,u_mass,age,u_age,vsini,source,source_name,snr
0,0,1326B,rj124.340,3218.0,60.0,0.1923,0.0082,5.071866704256541,0.9429226180815448,-0.3,0.08,0.159,0.016,9.62,0.53,,Mann,Gl 15B,152.60276794433594
1,1,HIP1734,rj15.517,3600.0,60.0,0.528,0.028,4.73431190219721,0.9746959580858634,0.27,0.08,0.551,0.055,9.65,0.53,,Mann,GJ 1009,98.97002410888672
2,2,HIP5643,rj222.76,3056.0,60.0,0.168,0.0085,5.101752937268161,1.026424102855142,-0.26,0.08,0.13,0.013,9.63,0.53,,Mann,Gl 54.1,109.04293060302734
3,3,HIP8051,rj82.722,3458.0,60.0,0.414,0.017,4.807571838791434,0.8743830285425842,-0.13,0.08,0.401,0.04,9.7,0.52,,Mann,Gl 70,148.07696533203125
4,4,GL83.1,rj222.304,3080.0,60.0,0.187,0.01,5.053107427435301,1.0317136302747805,-0.16,0.08,0.14400000000000002,0.014,9.63,0.53,,Mann,Gl 83.1,87.27951049804688
5,5,GL87,rj61.724,3638.0,62.0,0.443,0.017,4.789073372453098,0.8464660159437417,-0.36,0.08,0.44,0.044,9.69,0.52,,Mann,Gl 87,147.1223602294922
6,6,HIP11048,rj64.154,3785.0,62.0,0.599,0.021,4.671742874775594,0.7916987545913615,0.14,0.08,0.614,0.061,9.8,0.51,,Mann,Gl 96,162.25198364257812
7,7,GL105B,rj15.1926,3284.0,60.0,0.278,0.01,4.941273663680276,0.8576492716249177,-0.12,0.03,0.246,0.025,9.74,0.52,,Mann,Gl 105 B,103.87654495239258
8,8,GL109,rj78.491,3405.0,60.0,0.364,0.014,4.851519501157708,0.8541024463800855,-0.1,0.08,0.343,0.034,9.68,0.52,,Mann,Gl 109,150.12228393554688
9,9,HIP15366,rj165.57,3700.0,61.0,0.628,0.031,4.6480097190970575,0.9244083003925724,0.53,0.08,0.639,0.064,9.73,0.52,,Mann,Gl 134,164.15786743164062
10,10,28343,rj131.943,4124.0,62.0,0.687,0.023,4.636087609839827,0.7715384096903231,0.39,0.08,0.7440000000000001,0.07400000000000001,9.78,0.51,,Mann,Gl 169,165.0245132446289
11,11,232979,rj63.1050,3929.0,60.0,0.608,0.02,4.684201978435771,0.7758718411609903,-0.11,0.08,0.6509999999999999,0.065,9.78,0.52,,Mann,Gl 172,174.9449462890625
12,12,HIP21556,rj85.326,3671.0,61.0,0.444,0.017,4.817604206817898,0.8486347004260647,-0.04,0.08,0.472,0.047,9.57,0.52,,Mann,Gl 173,163.6808624267578
13,13,HIP22762,rj97.2842,3506.0,60.0,0.421,0.019,4.805814008398113,0.9108694314054504,-0.24,0.08,0.413,0.041,9.69,0.52,,Mann,Gl 180,148.2537841796875
14,14,HIP23512,rj222.99,3365.0,60.0,0.284,0.013,4.95009275963872,0.9444080853648972,-0.12,0.08,0.262,0.026,9.67,0.53,,Mann,GJ 3325,119.2238426208496
15,15,245409,rj222.308,3966.0,60.0,0.601,0.02,4.690911722402656,0.7842028645305922,0.05,0.08,0.6459999999999999,0.065,9.67,0.52,,Mann,Gl 208,168.36295318603516
16,16,GL239,rj63.473,3801.0,60.0,0.423,0.015,4.858768320791861,0.8294387443769456,-0.34,0.08,0.471,0.047,9.53,0.52,,Mann,Gl 239,165.5027618408203
17,17,GL250B,rj15.1505,3481.0,60.0,0.46,0.017,4.760295455164521,0.8235889159992829,0.14,0.03,0.444,0.044,9.65,0.52,,Mann,Gl 250 B,167.67166137695312
18,18,265866,rj149.110,3448.0,60.0,0.358,0.013,4.8772047586034315,0.8391597382557741,-0.02,0.08,0.35200000000000004,0.035,9.63,0.52,,Mann,Gl 251,163.90689086914062
19,19,GL273,rj82.219,3317.0,60.0,0.315,0.012,4.893593476358139,0.8570170099602139,-0.11,0.08,0.28300000000000003,0.028,9.78,0.52,,Mann,Gl 273,161.87805938720703
20,20,HIP36338,rj06.1476,3448.0,60.0,0.404,0.019,4.824455924954955,0.9398767353613892,-0.01,0.08,0.397,0.04,9.65,0.52,,Mann,GJ 1097,70.02944564819336
21,21,HIP36834,rj15.1501,3681.0,60.0,0.385,0.016,4.866297196159163,0.8947784775482163,-0.37,0.08,0.397,0.04,9.6,0.53,,Mann,Gl 277.1,155.3621826171875
22,22,HIP37217,rj15.564,3358.0,60.0,0.315,0.016,4.904205038732805,0.988625460188994,-0.18,0.08,0.29,0.029,9.71,0.52,,Mann,GJ 3459,119.2326774597168
23,23,GL2066,rj50.296,3500.0,60.0,0.461,0.017,4.766164732445137,0.8260251232545217,-0.12,0.08,0.452,0.045,9.73,0.51,,Mann,GJ 2066,158.1229019165039
24,24,HIP46769,rj06.1489,3692.0,60.0,0.518,0.021,4.735680261217632,0.8557617704303555,-0.2,0.08,0.532,0.053,9.71,0.53,,Mann,Gl 353,116.0011215209961
25,25,HIP47513,rj149.148,3500.0,60.0,0.485,0.019,4.73904252914424,0.8452106778783026,-0.05,0.08,0.47,0.047,9.74,0.51,,Mann,Gl 361,164.1931381225586
26,26,GL382,rj118.811,3623.0,60.0,0.522,0.019,4.723246445814484,0.8206608384013954,0.13,0.08,0.525,0.053,9.76,0.52,,Mann,Gl 382,163.9417266845703
27,27,HIP51007,rj118.812,3700.0,60.0,0.4970000000000001,0.02,4.761718714581185,0.8594087901366847,-0.02,0.08,0.52,0.052000000000000005,9.63,0.53,,Mann,Gl 390,164.4063720703125
28,28,GL393,rj55.1377,3548.0,60.0,0.42,0.016,4.821339166719968,0.8540011226899689,-0.18,0.08,0.426,0.043,9.66,0.52,,Mann,Gl 393,166.09505462646484
29,29,HIP57050,rj82.247,3304.0,61.0,0.376,0.018000000000000002,4.814391735947572,0.9481229925783276,0.07,0.08,0.336,0.034,9.68,0.52,,Mann,GJ 1148,129.9270248413086
30,30,HIP57548,rj06.1485,3192.0,60.0,0.1967,0.0077,5.076128710300238,0.911075211031476,-0.02,0.08,0.168,0.017,9.61,0.53,,Mann,Gl 447,89.28604888916016
31,31,HIP59748,rj67.506,3900.0,61.0,0.669,0.038,4.6332939308440615,0.9890217098381252,0.14,0.08,0.701,0.07,9.74,0.52,,Mann,Gl 458.2,154.8457489013672
32,32,HIP60093,rj67.535,3993.0,60.0,0.643,0.037000000000000005,4.66896152758443,1.0022336508157048,0.46,0.08,0.703,0.07,9.61,0.53,,Mann,Gl 459.3,148.96421813964844
33,33,HIP61706,rj92.111,3463.0,60.0,0.466,0.025,4.770973195599161,0.9920691798037572,0.26,0.08,0.467,0.047,9.61,0.53,,Mann,Gl 480,126.3136749267578
34,34,111631,rj55.1182,3989.0,60.0,0.6459999999999999,0.02,4.661818535046042,0.7561751125579221,0.24,0.08,0.698,0.07,9.78,0.52,,Mann,Gl 488,174.34986114501953
35,35,HIP65016,rj67.533,3650.0,60.0,0.598,0.025,4.661000111565596,0.8581579506596716,0.4,0.08,0.597,0.06,9.77,0.51,,Mann,Gl 507.1,153.2457733154297
36,36,GL514,rj55.901,3727.0,61.0,0.483,0.016,4.792344502122572,0.7994677658751665,-0.09,0.08,0.527,0.053,9.57,0.52,,Mann,Gl 514,174.08758544921875
37,37,HIP71253,rj222.752,3211.0,60.0,0.31,0.013,4.891867407785259,0.8940967158646154,0.17,0.08,0.273,0.027000000000000003,9.78,0.51,,Mann,Gl 555,124.28030395507812
38,38,GL625,rj35.852,3475.0,60.0,0.331,0.012,4.897082714651213,0.8525569024730141,-0.35,0.08,0.315,0.032,9.71,0.52,,Mann,Gl 625,147.98193359375
39,39,GJ628,rj209.268,3272.0,60.0,0.325,0.012,4.883008756867458,0.8422487422494251,-0.03,0.08,0.294,0.029,9.77,0.51,,Mann,Gl 628,108.26891708374023
40,40,157881,rj76.1490,4124.0,60.0,0.649,0.02,4.662743455864115,0.7562963087608419,0.19,0.08,0.706,0.071,9.68,0.52,,Mann,Gl 673,164.5980987548828
41,41,GL686,rj59.1273,3657.0,60.0,0.424,0.015,4.829118704576676,0.8224096760825002,-0.25,0.08,0.442,0.044,9.61,0.53,,Mann,Gl 686,173.90673065185547
42,42,GL694,rj59.1283,3464.0,61.0,0.44,0.017,4.784991251020261,0.8482484490445009,0.0,0.08,0.43,0.043,9.68,0.52,,Mann,Gl 694,139.27460479736328
43,43,165222,rj55.1440,3614.0,60.0,0.459,0.016,4.787823684467424,0.8115574747896921,-0.22,0.08,0.471,0.047,9.67,0.52,,Mann,Gl 701,174.51742553710938
44,44,HIP91699,rj153.114,3400.0,61.0,0.394,0.019,4.814462070920962,0.9470899208200206,-0.16,0.08,0.369,0.037000000000000005,9.69,0.53,,Mann,GJ 4070,109.8281364440918
45,45,GL745A,rj97.2588,3500.0,60.0,0.31,0.012,4.926996471803443,0.8808026386602407,-0.33,0.08,0.29600000000000004,0.03,9.69,0.53,,Mann,Gl 745A,140.8148193359375
46,46,180617,rj59.992,3558.0,60.0,0.474,0.016,4.763565074689746,0.7929331195612804,0.1,0.08,0.475,0.047,9.67,0.53,,Mann,Gl 752A,172.39025115966797
47,47,GL806,rj59.1030,3542.0,61.0,0.443,0.018000000000000002,4.781104442781825,0.8644291594802579,-0.15,0.08,0.4320000000000001,0.043,9.7,0.52,,Mann,Gl 806,135.9213943481445
48,48,HIP104432,rj59.2216,3545.0,60.0,0.369,0.016,4.855825414067803,0.9121399159399618,-0.45,0.08,0.35600000000000004,0.036000000000000004,9.68,0.52,,Mann,Gl 821,123.2811508178711
49,49,209290,rj134.384,3848.0,60.0,0.546,0.019,4.734894874645719,0.8030242955900981,0.02,0.08,0.59,0.059,9.6,0.52,,Mann,Gl 846,165.60037994384766
50,50,HIP109388,rj02.945,3530.0,60.0,0.47,0.018000000000000002,4.777279470780464,0.8416649520516902,0.37,0.08,0.482,0.048,9.63,0.53,,Mann,Gl 849,135.9314193725586
51,51,GL875,rj190.1206,3740.0,61.0,0.563,0.024,4.699339197130887,0.8722141297802529,0.02,0.08,0.578,0.058,9.74,0.52,,Mann,Gl 875,159.35604095458984
52,52,HIP115332,rj222.273,3324.0,60.0,0.416,0.02,4.792418244555432,0.938825588631924,0.24,0.08,0.391,0.039,9.62,0.53,,Mann,GJ 4333,109.90346145629884
53,53,HIP115562,rj15.943,3764.0,60.0,0.539,0.02,4.742406484121752,0.8221284215310506,0.31,0.08,0.585,0.058,9.56,0.53,,Mann,Gl 895,161.1126480102539
54,54,GL896A,rj193.921,3353.0,60.0,0.409,0.016,4.793620742366438,0.8556778934480737,0.03,0.08,0.379,0.038,9.7,0.52,,Mann,Gl 896A,158.12109375
55,55,GL908,rj38.271,3646.0,60.0,0.407,0.014,4.8298994930524906,0.8176356448980978,-0.45,0.08,0.408,0.041,9.67,0.53,,Mann,Gl 908,173.82747650146484
56,56,16895,rj185.804,6153.0,25.0,1.319,0.0109,4.26,0.02,0.0,0.1,1.16,0.05,9.59,0.09,,Von Braun,HD16895,162.4029083251953
57,57,22484,rj137.243,5998.0,39.0,1.6219,0.0242,4.08,0.02,-0.09,0.1,1.15,0.04,9.71,0.09,,Von Braun,HD22484,160.4704818725586
58,58,34411,rj06.1066,5774.0,44.0,1.3314,0.0211,4.2,0.03,0.05,0.1,1.03,0.04,9.92,0.08,,Von Braun,HD34411,175.69781494140625
59,59,39587,rj185.1109,5898.0,25.0,0.9791,0.0091,4.47,0.02,-0.04,0.1,1.04,0.04,9.27,0.28,,Von Braun,HD39587,160.59011840820312
60,60,48737,rj185.1112,6478.0,21.0,2.7098,0.0206,3.8,0.01,0.14,0.1,1.7,0.04,9.23,0.03,,Von Braun,HD48737,171.2490463256836
61,61,58946,rj185.652,6738.0,55.0,1.6553,0.0275,4.12,0.03,-0.25,0.1,1.32,0.09,9.39,0.11,,Von Braun,HD58946,156.1819305419922
62,62,82885,rj187.392,5376.0,43.0,1.0029,0.0158,4.4,0.03,0.32,0.1,0.92,0.05,10.04,0.15,,Von Braun,HD82885,156.8150634765625
63,63,86728,rj06.1085,5619.0,44.0,1.2466,0.0205,4.24,0.03,0.19,0.1,0.98,0.06,10.03,0.11,,Von Braun,HD86728,174.2671890258789
64,64,101501,rj189.1669,5309.0,27.0,0.94,0.01,4.42,0.02,-0.03,0.1,0.84,0.03,10.14,0.05,,Von Braun,HD101501,156.14524841308594
65,65,131156,rj187.193,5483.0,32.0,0.8627,0.0107,4.53,0.03,-0.14,0.1,0.91,0.05,9.62,0.4,,Von Braun,HD131156,164.39459228515625
66,66,164259,rj187.472,6454.0,113.0,1.9614,0.0713,4.01,0.04,-0.03,0.1,1.43,0.07,9.4,0.08,,Von Braun,HD164259,158.97950744628906
67,67,173667,rj187.478,6296.0,19.0,2.0644,0.0166,3.96,0.01,-0.03,0.1,1.43,0.04,9.44,0.03,,Von Braun,HD173667,163.80765533447266
68,68,182572,rj08.774,5643.0,84.0,1.3785,0.0418,4.19,0.05,0.34,0.1,1.06,0.09,9.92,0.17,,Von Braun,HD182572,173.39275360107422
69,69,222368,rj26.532,6192.0,26.0,1.5949,0.0137,4.12,0.02,-0.14,0.1,1.22,0.06,9.6,0.07,,Von Braun,HD222368,165.05843353271484
70,70,166,rj21.1376,5327.0,39.0,0.9172,0.009000000000000001,4.45,0.03,0.08,0.1,0.87,0.04,10.05,0.13,,Von Braun,HD166,171.85608673095703
71,71,6210,rj173.1218,6089.0,35.0,4.517,0.1522,3.37,0.05,-0.01,0.1,1.7,0.15,9.21,0.07,,Von Braun,HD6210,153.01947784423828
72,72,16765,rj179.143,6356.0,46.0,1.208,0.0288,4.35,0.04,-0.15,0.1,1.17,0.06,9.32,0.25,,Von Braun,HD16765,154.32814025878906
73,73,38858,rj06.1054,5646.0,45.0,0.9331,0.0162,4.46,0.04,-0.22,0.1,0.91,0.07,9.81,0.28,,Von Braun,HD38858,173.42457580566406
74,74,69897,rj185.1106,6130.0,58.0,1.3869999999999998,0.0276,4.19,0.04,-0.26,0.1,1.07,0.08,9.73,0.12,,Von Braun,HD69897,153.86282348632812
75,75,130948,rj187.196,5787.0,57.0,1.1119,0.0229,4.35,0.04,-0.05,0.1,0.99,0.05,9.86,0.13,,Von Braun,HD130948,154.59612274169922
76,76,158633,rj61.668,5203.0,46.0,0.7891,0.0144,4.54,0.04,-0.41,0.1,0.77,0.05,10.03,0.33,,Von Braun,HD158633,165.82024383544922
77,77,168151,rj187.489,6221.0,39.0,1.7577,0.0225,4.03,0.04,-0.28,0.1,1.19,0.1,9.6,0.11,,Von Braun,HD168151,157.67098236083984
78,78,186408,rj55.1848,5760.0,57.0,1.2551,0.0261,4.25,0.03,0.05,0.1,1.02,0.05,9.92,0.1,,Von Braun,HD186408,163.7021713256836
79,79,186427,rj55.1849,5678.0,66.0,1.1689,0.0274,4.3,0.04,0.04,0.1,0.97,0.05,9.97,0.11,,Von Braun,HD186427,164.5249481201172
80,80,206860,rj173.1211,5860.0,83.0,1.0189,0.0291,4.43,0.05,-0.16,0.1,1.0,0.08,9.64,0.37,,Von Braun,HD206860,152.881591796875
81,81,219623,rj130.1517,6285.0,94.0,1.195,0.0359,4.36,0.04,0.04,0.1,1.18,0.06,9.25,0.25,,Von Braun,HD219623,152.3222427368164
82,82,75732,rj06.1091,5172.0,18.0,0.9434,0.0101,4.43,0.02,0.35,0.1,0.88,0.02,10.1,0.09,,Von Braun,HD75732,175.80555725097656
83,83,190406,rj59.1923,5763.0,49.0,1.1153,0.0211,4.34,0.03,0.03,0.1,1.0,0.04,9.87,0.11,,Von Braun,HD190406,164.53265380859375
84,84,49933,rj185.1115,6635.0,90.0,1.42,0.04,4.21,0.05,-0.39,0.1,1.18,0.09,9.49,0.16,,Von Braun,HD49933,149.94524383544922
85,85,3651,rj13.2073,5046.0,86.0,0.947,0.032,4.46,0.04,0.15,0.1,0.85,0.04,10.12,0.13,,Von Braun,HD3651,175.76795959472656
86,86,19994,rj185.1131,5916.0,98.0,1.93,0.067,3.99,0.05,0.17,0.1,1.3,0.1,9.62,0.11,,Von Braun,HD19994,154.9455337524414
87,87,117176,rj72.745,5406.0,64.0,1.968,0.047,3.84,0.05,-0.06,0.1,0.97,0.1,10.02,0.13,,Von Braun,HD117176,161.54702758789062
88,88,120136,rj222.343,6620.0,67.0,1.331,0.027000000000000003,4.3,0.02,0.24,0.1,1.31,0.03,9.07,0.11,,Von Braun,HD120136,161.58592987060547
89,89,190360,rj01.1090,5461.0,75.0,1.2,0.033,4.26,0.04,0.21,0.1,0.94,0.05,10.11,0.09,,Von Braun,HD190360,176.6859893798828
90,90,161797,rj59.1280,5502.0,55.0,1.7448,0.0349,3.99,0.03,0.23,0.1,1.08,0.05,9.93,0.07,,Von Braun,HD161797,174.10833740234375
91,91,188512,rj23.524,4920.0,102.0,3.2103,0.1328,3.39,0.09,-0.14,0.1,0.92,0.15,10.11,0.17,,Von Braun,HD188512,180.28453063964844
92,92,10700,rj01.1093,5290.0,39.0,0.8154,0.0122,4.5,0.03,-0.48,0.1,0.76,0.04,10.09,0.16,,Von Braun,HD10700,184.34027862548828
93,93,23249,rj63.431,4955.0,30.0,2.3267,0.0286,3.7,0.03,0.12,0.1,0.98,0.06,10.1,0.09,,Von Braun,HD23249,176.24304962158203
94,94,21019,rj185.1120,5261.0,65.0,2.4214,0.0764,3.64,0.05,-0.41,0.1,0.93,0.07,10.01,0.11,,Von Braun,HD21019,155.02591705322266
95,95,136202,rj179.71,5661.0,87.0,2.1427,0.067,3.83,0.06,-0.04,0.1,1.11,0.13,9.82,0.16,,Von Braun,HD136202,159.34680938720703
96,96,157214,rj59.1282,5738.0,48.0,1.1159,0.0191,4.29,0.04,-0.37,0.1,0.87,0.06,10.04,0.11,,Von Braun,HD157214,165.78050994873047
97,97,195564,rj72.176,5421.0,118.0,1.8673,0.0833,3.91,0.07,0.06,0.1,1.03,0.11,9.98,0.15,,Von Braun,HD195564,156.71207427978516
98,98,19373,rj76.1541,5832.0,33.0,1.4148,0.0149,4.17,0.02,0.08,0.1,1.07,0.05,9.88,0.09,,Von Braun,HD19373,160.21599578857422
99,99,30652,rj185.783,6441.0,19.0,1.3223,0.0103,4.29,0.02,0.0,0.1,1.25,0.05,9.28,0.15,,Von Braun,HD30652,159.5343246459961
100,100,126660,rj187.198,6211.0,19.0,1.7336,0.0112,4.08,0.02,-0.02,0.1,1.31,0.05,9.53,0.06,,Von Braun,HD126660,163.3036346435547
101,101,173701,rj187.482,5297.0,53.0,0.952,0.021,4.43,0.04,0.24,0.1,0.88,0.05,10.06,0.18,,Von Braun,HD173701,149.46368408203125
102,102,177153,rj173.399,5909.0,69.0,1.289,0.037000000000000005,4.25,0.04,-0.06,0.1,1.06,0.05,9.8,0.1,,Von Braun,HD177153,151.7328338623047
103,103,181420,rj188.905,6283.0,106.0,1.73,0.084,4.09,0.06,-0.03,0.1,1.31,0.09,9.5,0.12,,Von Braun,HD181420,153.70851135253906
104,104,182736,rj174.501,5239.0,37.0,2.7030000000000003,0.071,3.57,0.08,-0.06,0.1,0.97,0.17,10.02,0.22,,Von Braun,HD182736,155.6195297241211
105,105,187637,rj188.560,6155.0,85.0,1.306,0.047,4.27,0.06,-0.09,0.1,1.13,0.07,9.61,0.17,,Von Braun,HD187637,150.2629623413086
106,106,217014,rj23.1103,5706.0,95.0,1.1678,0.0416,4.32,0.06,0.17,0.1,1.01,0.07,9.89,0.21,,Von Braun,HD217014,172.2635726928711
107,107,10476,rj13.2064,5242.0,12.0,0.8101,0.0045,4.57,0.02,-0.02,0.1,0.88,0.04,9.51,0.42,,Von Braun,HD10476,175.37086486816406
108,108,10697,rj78.493,5442.0,65.0,1.9155,0.0521,3.91,0.05,0.12,0.1,1.09,0.1,9.92,0.12,,Von Braun,HD10697,153.48381805419922
109,109,11964A,rj01.1088,5013.0,62.0,2.1425,0.0687,3.77,0.05,0.14,0.1,0.99,0.07,10.09,0.1,,Von Braun,HD11964,176.63685607910156
110,110,217107,rj55.1281,5391.0,40.0,1.2104,0.0195,4.25,0.03,0.31,0.1,0.94,0.03,10.13,0.06,,Von Braun,HD217107,166.87435150146484
111,111,4628,rj61.705,4950.0,14.0,0.6954,0.0041,4.63,0.02,-0.22,0.1,0.75,0.03,9.41,0.44,,Von Braun,GJ33,169.59625244140625
112,112,16160,rj23.1115,4662.0,17.0,0.7949,0.0062,4.54,0.01,-0.08,0.1,0.77,0.01,10.16,0.04,,Von Braun,GJ105,175.1239242553711
113,113,36395,rj85.328,3801.0,9.0,0.5735,0.0044,4.7,0.01,0.35,0.1,0.6,0.01,9.76,0.49,,Von Braun,GJ205,164.9405059814453
114,114,79210,rj63.1374,3907.0,35.0,0.5773,0.0131,4.7,0.02,-0.18,0.1,0.58,0.02,9.85,0.51,,Von Braun,GJ338A,174.65975952148438
115,115,GL338B,rj185.874,3867.0,37.0,0.5673,0.0137,4.71,0.02,-0.15,0.1,0.57,0.02,9.82,0.5,,Von Braun,GJ338B,158.9837417602539
116,116,GL412A,rj50.359,3497.0,39.0,0.3982,0.0091,4.87,0.02,-0.4,0.1,0.41,0.02,9.73,0.52,,Von Braun,GJ412,174.70831298828125
117,117,119850,rj55.902,3618.0,31.0,0.484,0.0084,4.78,0.02,-0.3,0.1,0.5,0.02,9.84,0.49,,Von Braun,GJ526,173.61814880371094
118,118,149661,rj222.759,5337.0,41.0,0.7591,0.0122,4.59,0.01,0.04,0.1,0.85,0.03,9.22,0.29,,Von Braun,GJ631,160.03492736816406
119,119,GL687,rj172.1087,3413.0,28.0,0.4183,0.006999999999999999,4.85,0.01,-0.09,0.1,0.43,0.01,9.59,0.52,,Von Braun,GJ687,163.3971176147461
120,120,GL702A,rj187.474,5407.0,52.0,0.831,0.0044,4.56,0.02,0.03,0.1,0.92,0.03,9.3,0.35,,Von Braun,GJ702A,163.88938903808594
121,121,GL702B,rj187.477,4393.0,149.0,0.6697,0.0089,4.64,0.02,0.03,0.1,0.71,0.03,9.61,0.52,,Von Braun,GJ702B,166.14834594726562
122,122,173739,rj55.1240,3407.0,15.0,0.3561,0.0039,4.9,0.01,-0.49,0.1,0.36,0.01,9.83,0.48,,Von Braun,GJ725A,174.09397888183594
123,123,173740,rj55.1241,3104.0,28.0,0.3232,0.0061,4.92,0.01,-0.36,0.1,0.3,0.01,10.01,0.36,,Von Braun,GJ725B,170.0742416381836
124,124,199305,rj59.1033,3692.0,22.0,0.5472,0.0067,4.72,0.01,-0.21,0.1,0.54,0.01,10.09,0.21,,Von Braun,GJ809,174.4236831665039
125,125,216899,rj59.1926,3713.0,11.0,0.5477,0.0048,4.72,0.01,0.06,0.1,0.56,0.01,9.99,0.39,,Von Braun,GJ880,174.23800659179688
126,126,219134,rj08.870,4699.0,16.0,0.7784,0.0053,4.55,0.01,0.07,0.1,0.77,0.02,10.12,0.11,,Von Braun,GJ892,176.49573516845703
127,127,10780,rj180.740,5398.0,75.0,0.8190000000000001,0.024,4.56,0.03,0.03,0.1,0.9,0.04,9.36,0.39,,Von Braun,GJ75,156.90618896484375
128,128,GL144,rj185.1133,5077.0,35.0,0.735,0.005,4.61,0.02,-0.06,0.1,0.8,0.03,9.37,0.39,,Von Braun,GJ144,166.6144561767578
129,129,HIP57087,rj06.1488,3416.0,53.0,0.4546,0.0182,4.83,0.03,0.04,0.1,0.45,0.03,9.62,0.52,,Von Braun,GJ436,112.76775741577148
130,130,GL570B,rj55.906,4507.0,58.0,0.7390000000000001,0.019,4.6,0.03,0.02,0.1,0.73,0.03,10.0,0.48,,Von Braun,GJ570,174.17382049560547
131,131,HIP74995,rj23.519,3442.0,54.0,0.299,0.01,4.97,0.03,-0.1,0.1,0.3,0.02,9.61,0.53,,Von Braun,GJ581,146.66478729248047
132,132,185144,rj01.169,5246.0,26.0,0.778,0.008,4.58,0.03,-0.19,0.1,0.84,0.05,9.51,0.43,,Von Braun,GJ764,178.61519622802734
133,133,1326,rj08.880,3567.0,11.0,0.3863,0.0021,4.87,0.01,-0.36,0.1,0.4,0.01,9.66,0.52,,Von Braun,GJ15,180.01973724365234
134,134,26965,rj06.1045,5147.0,14.0,0.8051,0.0035,4.52,0.03,-0.24,0.1,0.79,0.05,10.04,0.18,,Von Braun,GJ166,177.28961181640625
135,135,88230,rj72.72,4085.0,14.0,0.6398,0.0046,4.64,0.01,-0.16,0.1,0.63,0.01,10.14,0.09,,Von Braun,GJ380,165.0742950439453
136,136,95735,rj06.1099,3464.0,15.0,0.3924,0.0033,4.86,0.01,-0.41,0.1,0.4,0.01,9.91,0.47,,Von Braun,GJ411,181.18603515625
137,137,GL699,rj20.452,3222.0,10.0,0.1869,0.0012,5.11,0.01,-0.39,0.1,0.16,0.0,9.61,0.54,,Von Braun,GJ699,172.43135833740234
138,138,201091,rj08.1233,4361.0,17.0,0.6611,0.0048,4.63,0.02,-0.19,0.1,0.68,0.03,9.9,0.46,,Von Braun,GJ820A,178.20413970947266
139,139,201092,rj08.1230,3932.0,25.0,0.601,0.0072,4.67,0.01,-0.29,0.1,0.6,0.01,10.09,0.21,,Von Braun,GJ820B,179.99879455566406
140,140,217987,rj59.2221,3676.0,35.0,0.4712,0.0086,4.79,0.02,-0.19,0.1,0.49,0.02,9.66,0.53,,Von Braun,GJ887,174.7899169921875
141,141,115617,rj06.1131,5538.0,13.0,0.9867,0.0048,4.41,0.02,0.01,0.1,0.92,0.04,9.97,0.07,,Von Braun,HD115617,175.17449951171875
142,142,143761,rj70.465,5627.0,54.0,1.3617,0.0262,4.15,0.03,-0.22,0.1,0.96,0.06,9.96,0.1,,Von Braun,HD143761,155.90052795410156
143,143,GJ176,rj216.111,3679.0,77.0,0.4525,0.0221,4.8,0.03,0.15,0.1,0.49,0.04,9.6,0.53,,Von Braun,GJ176,56.85452461242676
144,144,145675,rj55.1237,5518.0,102.0,0.8668,0.0324,4.53,0.03,0.44,0.1,0.98,0.04,9.27,0.36,,Von Braun,GJ614,167.40692138671875
145,145,HIP83043,rj59.1277,3590.0,45.0,0.5387,0.0157,4.75,0.02,-0.04,0.1,0.52,0.02,9.89,0.48,,Von Braun,GJ649,168.32117462158203
146,146,GL876,rj45.596,3129.0,19.0,0.3761,0.0059,4.88,0.01,0.19,0.1,0.35,0.01,10.09,0.41,,Von Braun,GJ876,172.906494140625
147,147,1461,rj01.182,5386.0,60.0,1.2441,0.0305,4.22,0.04,0.16,0.1,0.93,0.03,10.15,0.05,,Von Braun,HD1461,174.93689727783203
148,148,7924,rj13.2095,5075.0,83.0,0.7821,0.0258,4.58,0.04,-0.14,0.1,0.81,0.06,9.71,0.52,,Von Braun,HD7924,174.9019317626953
149,149,107383,rj185.1189,4705.0,24.0,15.781,0.3444,2.15,0.04,-0.3,0.1,1.29,0.1,9.56,0.09,,Von Braun,HD107383,167.8438720703125
